replicate,k,purity
21,10,0.14861999999999997
22,10,0.14753
23,10,0.17085
24,10,0.14823999999999998
25,10,0.14618
26,10,0.19078
27,10,0.1501
28,10,0.14507
29,10,0.15361
30,10,0.1498
31,10,0.15250000000000002
32,10,0.17568999999999999
33,10,0.14398000000000002
34,10,0.1476
35,10,0.14870999999999998
36,10,0.19011999999999998
37,10,0.14559
38,10,0.14143999999999998
39,10,0.15109
40,10,0.14695
41,10,0.14857
42,10,0.14936
43,10,0.14267000000000002
44,10,0.15491000000000002
45,10,0.14608000000000002
46,10,0.14615
47,10,0.14462999999999998
48,10,0.14367000000000002
49,10,0.14534
0,11,0.14434
1,11,0.14128000000000002
2,11,0.13962
3,11,0.14734
4,11,0.1407
5,11,0.18282
6,11,0.14443
7,11,0.16983
8,11,0.14458
9,11,0.14702
10,11,0.13802
11,11,0.14224
12,11,0.15197999999999998
13,11,0.16728
14,11,0.1467
15,11,0.14037
16,11,0.17304
17,11,0.16238000000000002
18,11,0.14404
19,11,0.14143
20,11,0.1434
21,11,0.14412
22,11,0.15665
23,11,0.17002
24,11,0.14982
25,11,0.14869000000000002
26,11,0.14215
27,11,0.14833000000000002
28,11,0.16851
29,11,0.14956
30,11,0.13938
31,11,0.14750999999999997
32,11,0.1562
33,11,0.14462
34,11,0.15115
35,11,0.13942
36,11,0.17089
37,11,0.14225000000000002
38,11,0.14553
39,11,0.14842000000000002
40,11,0.16544999999999999
41,11,0.14574
42,11,0.18168
43,11,0.14596
44,11,0.13821
45,11,0.14107
46,11,0.14953
47,11,0.15863
48,11,0.14063999999999996
49,11,0.14127
0,12,0.12793
1,12,0.12735
2,12,0.12923
3,12,0.13851
4,12,0.1224
5,12,0.12911
6,12,0.12021
7,12,0.12244000000000002
8,12,0.12536
9,12,0.13588
10,12,0.12155
11,12,0.11902000000000001
12,12,0.13187
13,12,0.12768
14,12,0.14431
15,12,0.13157
16,12,0.12036
17,12,0.12212999999999999
18,12,0.12491
19,12,0.23011999999999996
20,12,0.11802000000000001
21,12,0.12718000000000002
22,12,0.12359
23,12,0.13165
24,12,0.12744
25,12,0.12195999999999999
26,12,0.14129
27,12,0.12067999999999998
28,12,0.12190000000000001
29,12,0.12022
30,12,0.13346
31,12,0.12437000000000001
32,12,0.12070999999999998
33,12,0.12647999999999998
34,12,0.12271000000000001
35,12,0.12796
36,12,0.11938
37,12,0.12546
38,12,0.12346000000000001
39,12,0.12137
40,12,0.13247
41,12,0.12287000000000001
42,12,0.12646
43,12,0.12813
44,12,0.12411000000000001
45,12,0.11836000000000002
46,12,0.13474999999999998
47,12,0.13016999999999998
48,12,0.12316
49,12,0.11776
0,13,0.15778999999999999
1,13,0.16204000000000002
2,13,0.16976
3,13,0.14415999999999998
4,13,0.16768
5,13,0.17003
6,13,0.15921000000000002
7,13,0.14479000000000003
8,13,0.1437
9,13,0.15189000000000002
10,13,0.16705
11,13,0.16243999999999997
12,13,0.1469
13,13,0.14942
14,13,0.15106000000000003
15,13,0.15513000000000002
16,13,0.15353999999999998
17,13,0.14157999999999998
18,13,0.15458999999999998
19,13,0.14651999999999998
20,13,0.14775
21,13,0.15212
22,13,0.15994999999999998
23,13,0.15968
24,13,0.17578999999999997
25,13,0.14740999999999999
26,13,0.19848
27,13,0.14955000000000002
28,13,0.14970999999999998
29,13,0.16773999999999997
30,13,0.15162
31,13,0.15294000000000002
32,13,0.16408
33,13,0.14823
34,13,0.19871
35,13,0.16772
36,13,0.19734999999999997
37,13,0.15753
38,13,0.14712
39,13,0.15542
40,13,0.14673999999999998
41,13,0.15588
42,13,0.15835000000000002
43,13,0.15935000000000002
44,13,0.15348
45,13,0.15568999999999997
46,13,0.15531
47,13,0.14928
48,13,0.15686
49,13,0.15931
0,14,0.17386000000000001
1,14,0.15455999999999998
2,14,0.15844
3,14,0.16854
4,14,0.15328999999999998
5,14,0.15822
6,14,0.17103
7,14,0.17032
8,14,0.16586
9,14,0.17855
10,14,0.16174
11,14,0.15594000000000002
12,14,0.14941
13,14,0.14331
14,14,0.15648
15,14,0.18494000000000002
16,14,0.14596
17,14,0.15098
18,14,0.15905999999999998
19,14,0.15875
20,14,0.16733
21,14,0.17092999999999997
22,14,0.25861
23,14,0.16168
24,14,0.15289
25,14,0.15554
26,14,0.15921999999999997
27,14,0.17009
28,14,0.16766999999999999
29,14,0.15726
30,14,0.15541
31,14,0.15966
32,14,0.16618
33,14,0.16315
34,14,0.15453999999999998
35,14,0.15506999999999999
36,14,0.15836
37,14,0.15788
38,14,0.149
39,14,0.16929
40,14,0.15323
41,14,0.15414
42,14,0.15495
43,14,0.16208
44,14,0.15069
45,14,0.16759
46,14,0.17450000000000004
47,14,0.15236999999999998
48,14,0.14533
49,14,0.15233999999999998
0,15,0.14653999999999998
1,15,0.15566999999999998
2,15,0.16789
3,15,0.16311
4,15,0.16251
5,15,0.14998000000000003
6,15,0.15302
7,15,0.14672000000000002
8,15,0.15169000000000002
9,15,0.15309
10,15,0.15991000000000002
11,15,0.1553
12,15,0.16328
13,15,0.14809
14,15,0.25298
15,15,0.15391000000000002
16,15,0.15099
17,15,0.16638999999999998
18,15,0.14934
19,15,0.14842000000000002
20,15,0.15783999999999998
21,15,0.15355
22,15,0.14777
23,15,0.14729
24,15,0.14571
25,15,0.14845
26,15,0.14859
27,15,0.15695
28,15,0.15153999999999998
29,15,0.15757
30,15,0.15213000000000002
31,15,0.15713000000000002
32,15,0.15514999999999998
33,15,0.15209
34,15,0.15787
35,15,0.15726
36,15,0.14638
37,15,0.16094
38,15,0.15628000000000003
39,15,0.15424999999999997
40,15,0.16786
41,15,0.16402999999999998
42,15,0.14859
43,15,0.15334
44,15,0.15355000000000002
45,15,0.15911000000000003
46,15,0.15486
47,15,0.15219000000000002
48,15,0.15655
49,15,0.14411
