replicate,k,purity
44,13,0.1302
45,13,0.13964000000000001
46,13,0.12986
47,13,0.1351
48,13,0.12737
49,13,0.1288
0,14,0.13447
1,14,0.12909
2,14,0.13329
3,14,0.13258
4,14,0.14082999999999998
5,14,0.22074
6,14,0.1293
7,14,0.13515
8,14,0.13384000000000001
9,14,0.13426
10,14,0.12917000000000003
11,14,0.1914
12,14,0.13875
13,14,0.12845
14,14,0.17567
15,14,0.13857999999999998
16,14,0.13481
17,14,0.13663999999999998
18,14,0.13422
19,14,0.13109
20,14,0.13574999999999998
21,14,0.16559
22,14,0.12638
23,14,0.12973
24,14,0.13562
25,14,0.13383
26,14,0.16652
27,14,0.13272
28,14,0.18229
29,14,0.13074
30,14,0.13118000000000002
31,14,0.12977
32,14,0.14256
33,14,0.13040999999999997
34,14,0.13044000000000003
35,14,0.15913000000000002
36,14,0.13557000000000002
37,14,0.13394999999999996
38,14,0.14072
39,14,0.13515000000000002
40,14,0.13115
41,14,0.15248
42,14,0.16931000000000002
43,14,0.14177000000000003
44,14,0.13513
45,14,0.17389
46,14,0.19012
47,14,0.16859000000000002
48,14,0.16505
49,14,0.13277
0,15,0.13371
1,15,0.17385
2,15,0.13773
3,15,0.1381
4,15,0.17618
5,15,0.13984999999999997
6,15,0.13559000000000002
7,15,0.14674
8,15,0.18643
9,15,0.13491
10,15,0.14040999999999998
11,15,0.13213999999999998
12,15,0.14333
13,15,0.14941
14,15,0.13424000000000003
15,15,0.13490000000000002
16,15,0.22698000000000002
17,15,0.15630000000000002
18,15,0.13886000000000004
19,15,0.13033
20,15,0.18198999999999999
21,15,0.13326000000000002
22,15,0.13591999999999999
23,15,0.13856
24,15,0.13739
25,15,0.14612
26,15,0.14114000000000002
27,15,0.13908
28,15,0.16938999999999999
29,15,0.13361
30,15,0.15096000000000004
31,15,0.14014000000000001
32,15,0.1709
33,15,0.13999
34,15,0.13555
35,15,0.13094
36,15,0.16544999999999999
37,15,0.1469
38,15,0.13684
39,15,0.23054999999999998
40,15,0.2447
41,15,0.14006000000000002
42,15,0.13188999999999998
43,15,0.14642
44,15,0.18492000000000003
45,15,0.13223000000000001
46,15,0.13155999999999998
47,15,0.18431
48,15,0.13742000000000001
49,15,0.14105000000000004
