replicate,k,purity
39,8,0.11864000000000001
40,8,0.16993
41,8,0.21145999999999998
42,8,0.16745
43,8,0.26879
44,8,0.17776
45,8,0.22932000000000002
46,8,0.17399
47,8,0.12492999999999999
48,8,0.16885
49,8,0.20709
0,9,0.12788000000000002
1,9,0.12613000000000002
2,9,0.13806
3,9,0.12436999999999998
4,9,0.14967999999999998
5,9,0.1301
6,9,0.12765
7,9,0.16741
8,9,0.23131
9,9,0.16441
10,9,0.23364000000000001
11,9,0.13540000000000002
12,9,0.13126000000000002
13,9,0.13085
14,9,0.1328
15,9,0.12788
16,9,0.13166000000000003
17,9,0.13071000000000002
18,9,0.16692
19,9,0.17248000000000002
20,9,0.12755
21,9,0.13193
22,9,0.12757000000000002
23,9,0.12433999999999998
24,9,0.1397
25,9,0.13431
26,9,0.12936999999999999
27,9,0.13441999999999998
28,9,0.12696000000000002
29,9,0.12886999999999998
30,9,0.13341999999999998
31,9,0.21069
32,9,0.23132999999999998
33,9,0.13285
34,9,0.16543999999999998
35,9,0.12677
36,9,0.14872999999999997
37,9,0.13005
38,9,0.12828000000000003
39,9,0.15807
40,9,0.13709
41,9,0.12930999999999998
42,9,0.12652000000000002
43,9,0.12596
44,9,0.17946
45,9,0.15506999999999999
46,9,0.13369
47,9,0.12954
48,9,0.14386
49,9,0.14432
0,10,0.14250000000000002
1,10,0.14932
2,10,0.14451
3,10,0.14906000000000003
4,10,0.13846000000000003
5,10,0.14954
6,10,0.14766
7,10,0.15902
8,10,0.14611999999999997
9,10,0.14640000000000003
10,10,0.16162
11,10,0.14642000000000002
12,10,0.14876
13,10,0.15501
14,10,0.15167999999999998
15,10,0.17387000000000002
16,10,0.16050999999999999
17,10,0.14816000000000001
18,10,0.15366
19,10,0.16024
20,10,0.15191000000000002
21,10,0.18796
22,10,0.15009
23,10,0.14869000000000002
24,10,0.14702
25,10,0.1477
26,10,0.16928000000000004
27,10,0.16406
28,10,0.155
29,10,0.15001
30,10,0.14567999999999998
31,10,0.1516
32,10,0.14201999999999998
33,10,0.1444
34,10,0.1429
35,10,0.14667999999999998
36,10,0.14455
37,10,0.14344
38,10,0.15338000000000002
39,10,0.15178
40,10,0.14305
41,10,0.15341
42,10,0.2399
43,10,0.14186
44,10,0.16591
45,10,0.14306
46,10,0.25295
47,10,0.14628
48,10,0.14808
49,10,0.14293999999999998
0,11,0.14088
1,11,0.14550999999999997
2,11,0.14678999999999998
3,11,0.14437000000000003
4,11,0.14822
5,11,0.15857
6,11,0.24478999999999998
7,11,0.14681999999999998
8,11,0.14370000000000002
9,11,0.15591
10,11,0.15502
11,11,0.15813000000000002
12,11,0.1414
13,11,0.18125
14,11,0.20823
15,11,0.15719
16,11,0.13641
17,11,0.16166
18,11,0.14184
19,11,0.16106
20,11,0.14198
21,11,0.14833
22,11,0.14582
23,11,0.16464
24,11,0.15341
25,11,0.15275
26,11,0.14812000000000003
27,11,0.14559
28,11,0.16122
29,11,0.15082
30,11,0.16485
31,11,0.15761
32,11,0.15138000000000001
33,11,0.16472
34,11,0.14022
35,11,0.22281
36,11,0.1459
37,11,0.15252000000000002
38,11,0.15515
39,11,0.14612999999999998
40,11,0.15889
41,11,0.16159
42,11,0.15003000000000002
43,11,0.16016999999999998
44,11,0.15186000000000002
45,11,0.15841
46,11,0.16596
47,11,0.15033
48,11,0.21039000000000002
49,11,0.13811
0,12,0.15159
1,12,0.1498
2,12,0.15028
3,12,0.15502999999999997
4,12,0.15048
5,12,0.15252
6,12,0.14708000000000002
7,12,0.15510000000000002
8,12,0.21746
9,12,0.14784
10,12,0.1477
11,12,0.15213000000000002
12,12,0.14794000000000002
13,12,0.14292000000000002
14,12,0.14764
15,12,0.14871
16,12,0.14377
17,12,0.16599999999999998
18,12,0.16302999999999998
19,12,0.15595
20,12,0.18203999999999998
21,12,0.16138
22,12,0.15027
23,12,0.15195
24,12,0.14423999999999998
25,12,0.148
26,12,0.15732
27,12,0.14118
28,12,0.1701
29,12,0.18332
30,12,0.15775
31,12,0.15017
32,12,0.14679999999999999
33,12,0.15628999999999998
34,12,0.14504
35,12,0.15921000000000002
36,12,0.14529
37,12,0.15615
38,12,0.15331
39,12,0.17894000000000002
40,12,0.15700999999999998
41,12,0.15738
42,12,0.15719999999999998
43,12,0.1473
44,12,0.16152000000000002
45,12,0.15485
46,12,0.15766
47,12,0.15356
48,12,0.1496
49,12,0.15202
0,13,0.15066
1,13,0.15152
2,13,0.15113000000000001
3,13,0.15208
4,13,0.15022
5,13,0.17733000000000002
6,13,0.14994
7,13,0.17486
8,13,0.14475
9,13,0.17681
10,13,0.18030999999999997
11,13,0.15117999999999998
12,13,0.14950999999999998
13,13,0.14675000000000002
14,13,0.15103
15,13,0.16827
16,13,0.14697
17,13,0.14515999999999998
18,13,0.14756
19,13,0.14645
20,13,0.14848
21,13,0.14791
22,13,0.18489
23,13,0.15345
24,13,0.14465
25,13,0.14359
26,13,0.17811000000000002
27,13,0.14806999999999998
28,13,0.15070999999999998
29,13,0.1545
30,13,0.18062
31,13,0.14847000000000002
32,13,0.15360000000000001
33,13,0.15288
34,13,0.14966
35,13,0.15194
36,13,0.14932
37,13,0.1475
38,13,0.15211
39,13,0.15533000000000002
40,13,0.14223000000000002
41,13,0.14948
42,13,0.15641
43,13,0.15356
44,13,0.14772999999999997
45,13,0.15494999999999998
46,13,0.18409
47,13,0.14945000000000003
48,13,0.17986999999999997
49,13,0.15059
0,14,0.14874000000000004
1,14,0.14817
2,14,0.14911999999999997
3,14,0.14972
4,14,0.15045000000000003
5,14,0.18629
6,14,0.1546
7,14,0.14116
8,14,0.15015
9,14,0.14437000000000003
10,14,0.14045999999999997
11,14,0.17583999999999997
12,14,0.14515
13,14,0.1758
14,14,0.17081
15,14,0.15607
16,14,0.14809
17,14,0.15253
18,14,0.14261
19,14,0.16019
20,14,0.16913999999999998
21,14,0.1492
22,14,0.17792000000000002
23,14,0.1438
24,14,0.14606
25,14,0.15797
26,14,0.15111000000000002
27,14,0.18239999999999998
28,14,0.1844
29,14,0.16155000000000003
30,14,0.17742
31,14,0.14721
32,14,0.16781
33,14,0.16868
34,14,0.14826
35,14,0.14361000000000002
36,14,0.17163
37,14,0.14765
38,14,0.17528000000000002
39,14,0.15002000000000001
40,14,0.14786000000000002
41,14,0.15063
42,14,0.14617
43,14,0.17314999999999997
44,14,0.14705999999999997
45,14,0.17659000000000002
46,14,0.15309999999999999
47,14,0.14188
48,14,0.15192000000000003
49,14,0.14287999999999998
0,15,0.17017
1,15,0.14968
2,15,0.15852
3,15,0.2459
4,15,0.14355
5,15,0.14718
6,15,0.14864
7,15,0.1695
8,15,0.14923999999999998
9,15,0.15128999999999998
10,15,0.14834
11,15,0.16578
12,15,0.25000999999999995
13,15,0.14868
14,15,0.14582
15,15,0.14266
16,15,0.15586
17,15,0.14555
18,15,0.14836
19,15,0.15416000000000002
20,15,0.15596
21,15,0.14359000000000002
22,15,0.24429999999999996
23,15,0.14629
24,15,0.15062
25,15,0.1486
26,15,0.18067
27,15,0.14484
28,15,0.15641
29,15,0.17953999999999998
30,15,0.14998999999999998
31,15,0.14422000000000001
32,15,0.15963000000000002
33,15,0.1471
34,15,0.16858
35,15,0.14072
36,15,0.18176
37,15,0.14335000000000003
38,15,0.14904
39,15,0.14731999999999998
40,15,0.16839
41,15,0.24429999999999996
42,15,0.14679999999999999
43,15,0.15607
44,15,0.15693
45,15,0.14573
46,15,0.14445
47,15,0.14861000000000002
48,15,0.17896
49,15,0.14901
