fold,f1,precision,recall,accuracy,pc_EBOV_f1,pc_EBOV_precision,pc_EBOV_recall,pc_H1N1_f1,pc_H1N1_precision,pc_H1N1_recall,pc_H5N1_f1,pc_H5N1_precision,pc_H5N1_recall,pc_LASV_f1,pc_LASV_precision,pc_LASV_recall,pc_MARV_f1,pc_MARV_precision,pc_MARV_recall,pc_Mock_f1,pc_Mock_precision,pc_Mock_recall,pc_NiV_f1,pc_NiV_precision,pc_NiV_recall,pc_RSV_f1,pc_RSV_precision,pc_RSV_recall,pc_RVFV_f1,pc_RVFV_precision,pc_RVFV_recall,pc_SFSV_f1,pc_SFSV_precision,pc_SFSV_recall,k
2,0.45614035087719296,0.5526315789473685,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.25,0.5,7
3,0.5228070175438596,0.5263157894736842,0.5789473684210527,0.5789473684210527,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,0.6666666666666666,1.0,0.5,0.5,0.5,7
4,0.5444444444444445,0.5092592592592592,0.6111111111111112,0.6111111111111112,0.4,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7
1,0.5649122807017545,0.5263157894736841,0.631578947368421,0.631578947368421,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.5,8
2,0.5040935672514619,0.6290726817042606,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.2222222222222222,0.14285714285714285,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,0.5,0.4,0.3333333333333333,0.5,8
3,0.519298245614035,0.5087719298245613,0.5789473684210527,0.5789473684210527,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,8
4,0.6962962962962963,0.7314814814814814,0.7222222222222222,0.7222222222222222,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.5,8
1,0.44912280701754387,0.45614035087719296,0.47368421052631576,0.47368421052631576,0.5,0.5,0.5,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.5,0.5,0.5,9
2,0.31278195488721805,0.3929824561403509,0.3157894736842105,0.3157894736842105,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.5714285714285714,0.4,1.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9
3,0.4601503759398496,0.45438596491228067,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5714285714285714,0.4,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,9
