Run,Library Name,Virus,HPI,ENSG00000251705,ENSG00000198938,ENSG00000198712,ENSG00000081051,ENSG00000198804,ENSG00000163631,ENSG00000177954,ENSG00000228253,ENSG00000133316,ENSG00000158874,ENSG00000197943,ENSG00000156508,ENSG00000087086,ENSG00000212907,ENSG00000198840,ENSG00000249072,ENSG00000091513,ENSG00000171564,ENSG00000198899,ENSG00000120885,ENSG00000196262,ENSG00000270276,ENSG00000229117,ENSG00000288859,ENSG00000115414,ENSG00000075624,ENSG00000111640,ENSG00000106927,ENSG00000197756,ENSG00000112306,ENSG00000174444,ENSG00000130208,ENSG00000109971,ENSG00000197249,ENSG00000089009,ENSG00000197061,ENSG00000273542,ENSG00000203811,ENSG00000291931,ENSG00000105372,ENSG00000278705,ENSG00000167996,ENSG00000144649,ENSG00000156482,ENSG00000181163,ENSG00000276966,ENSG00000225840,ENSG00000135486,ENSG00000198886,ENSG00000130203,ENSG00000123416,ENSG00000156976,ENSG00000089157,ENSG00000171858,ENSG00000168028,ENSG00000177600,ENSG00000175899,ENSG00000176155,ENSG00000197903,ENSG00000142937,ENSG00000286522,ENSG00000161011,ENSG00000166598,ENSG00000278229,ENSG00000136942,ENSG00000144713,ENSG00000197958,ENSG00000171560,ENSG00000134294,ENSG00000223367,ENSG00000291544,ENSG00000142534,ENSG00000167658,ENSG00000145592,ENSG00000227097,ENSG00000149273,ENSG00000150394,ENSG00000283777,ENSG00000198918,ENSG00000203814,ENSG00000169045,ENSG00000169020,ENSG00000227794,ENSG00000174748,ENSG00000147604,ENSG00000167526,ENSG00000184260,ENSG00000122026,ENSG00000034510,ENSG00000181019,ENSG00000065978,ENSG00000197746,ENSG00000084207,ENSG00000008988,ENSG00000135404,ENSG00000138326,ENSG00000170421,ENSG00000287080,ENSG00000069869,ENSG00000092841
SRR27926903,RSV242,RSV,24.0,4063.679787,18779.371249,10026.622972,23198.124219,7801.35913,14202.210757,2453.469981,9569.144796,5684.748298,10010.505564,3213.462852,3991.746867,1285.07908,3430.075603,9281.064598,1902.10556,6154.752859,7477.390471,2804.183868,7273.157838,1782.186699,1217.428874,2478.296367,1052.953048,5841.00902,2026.136138,1402.049403,3724.942267,1426.190218,922.397984,1347.75923,2638.729988,1343.089339,3423.894188,1044.382938,388.004235,557.568945,666.083266,637.05277,801.883426,452.764199,879.214518,498.776587,804.926743,761.823226,525.73613,348.517705,1250.085127,713.383326,2797.971863,778.7287620000001,630.8698919999999,820.3723,1117.634212,540.751164,687.057248,2791.098069,265.431629,673.497143,624.9734060000001,582.95885,888.205065,2511.070948,548.923679,728.112925,717.824288,501.102055,2212.626047,3068.196916,651.925924,1510.437399,879.1318699999999,1401.451633,1233.4341399999998,829.086856,867.6436749999999,387.548936,2184.00076,694.723571,301.517914,2331.651297,726.0081829999999,739.590407,718.2042710000001,577.737111,511.193714,242.230928,558.952126,2011.401756,618.414854,281.750574,2143.342819,951.318329,690.434313,1859.202206,591.064094,1956.818128,573.75639,547.27815,1343.530315
SRR27926904,RSV241,RSV,24.0,5316.617733,15635.275266,8566.127063,21376.170041,7043.86229,13582.876091,2576.208891,10946.295181,5049.564096,13643.719787,3776.821231,4019.709536,1246.216511,3237.240351,7240.702188,1701.412595,5830.61693,8270.761215999999,2757.543716,7706.774007,1929.497016,1063.155888,2524.390464,967.34076,5543.800251,2138.108471,1396.0533589999998,3964.302575,1558.485401,942.432359,1304.423462,2193.83004,1226.740195,4004.872791,1171.605769,366.981975,582.161426,695.809212,615.537417,880.680339,391.116791,1113.357968,495.8974730000001,787.910881,776.1325420000001,463.139981,35.450288,1249.658351,732.796996,3384.3579740000005,766.090323,529.474226,753.181068,1041.828483,487.487681,711.066017,2490.200689,303.434344,618.882232,621.555292,511.199576,1180.493663,2637.489868,637.5050669999999,768.1424109999999,753.1927619999999,494.493104,2191.889523,3092.027914,662.4974189999999,1370.045479,881.752709,1372.678249,1194.252689,927.823892,909.10509,353.059438,2700.730086,772.6971480000001,246.557972,2015.704733,769.03141,826.318694,772.523514,663.144301,546.941116,212.752857,573.570488,2167.697252,603.15346,330.604997,2121.289758,943.880758,724.282311,2703.034119,678.231134,1806.751056,432.270068,577.795627,1366.367774
SRR27926905,RSV122,RSV,12.0,3720.999466,9038.285687,4442.944375,21230.721074,4322.260941,14087.014663,3778.031956,4008.687347,2178.023878,10531.978815,1681.304032,5736.905162,2469.446695,1842.706713,4811.745458,5375.676872,5642.525841,6290.708026,1231.426395,4534.115486,2878.474741,2778.589928,3559.219278,2488.214383,3454.66518,3203.497363,2119.369728,2825.281546,2424.123547,1484.419419,2057.584636,2514.632005,2870.279943,2446.030995,1809.09902,912.233183,1384.50845,1760.571911,1193.13715,1377.188738,931.827471,1182.492697,364.630936,1194.6469140000002,1380.120978,852.914365,8418.585077,1836.89844,377.115182,1880.362246,1553.196453,693.446219,1321.136704,1518.461775,934.456663,1089.291975,1844.309418,212.367704,1326.593994,985.69362,1426.543394,1001.789601,2222.598297,979.187793,1180.7311129999998,1243.663101,911.51521,1473.981883,1859.469312,1070.333458,1659.1236250000002,1265.627063,1609.047111,1646.599984,978.022616,1325.967611,246.491485,2087.916974,1015.282964,634.3570579999999,1950.748512,1087.208795,925.258458,1025.387879,1071.431462,887.810161,491.363859,925.499677,2240.003742,812.677641,499.750589,1320.936417,1331.70543,1109.1099379999998,1370.578436,1027.477529,2262.263239,1279.848603,484.671222,1615.868819
SRR27926906,EBOVBPL1,Mock,,3516.602966,6387.408893,3996.340096,20743.409281,3521.804039,19040.0457,5916.379769,4653.066702,2754.134619,14217.095895,1596.0564889999998,8151.32031,4987.106067,1316.648132,4275.156192,315.408835,6422.594398,4025.508216,1211.613476,2540.964864,4974.244054,4334.8647710000005,6375.053708,3102.007261,1574.589849,3006.114163,3153.446261,2228.3534360000003,3729.377486,2687.859287,3301.30603,3338.080695,2121.605916,1618.0270810000002,2750.066018,1561.882415,2082.31165,2822.230085,2110.105699,2053.167919,1434.723979,1703.136816,248.227057,1593.858975,2369.982638,1543.71732,19.8484,2675.183535,243.009307,1419.8769679999998,1888.400247,546.755716,2266.585115,2245.473802,1511.471502,1741.1862580000002,1913.258315,135.89922800000002,1980.136293,1704.647949,2250.996927,598.233885,1172.567716,1617.2754240000002,1838.574315,1902.504881,1240.7651770000002,1540.545539,773.820279,1882.114627,1246.421506,1909.7150440000005,1880.428423,2367.519356,2211.562592,1968.442158,163.057151,1473.579012,1719.04538,1530.86382,1523.276661,1607.201863,1483.633753,1796.119114,1601.2803680000002,1637.65425,759.905998,1379.547835,1759.623613,1143.601788,794.125377,753.879965,1212.722238,1658.684642,892.645902,1634.235731,1110.6406960000002,1471.39107,252.755622,1543.560448
SRR27926907,NiVBPL2,Mock,,3151.588915,10703.125614,5864.800975,26738.485418,5817.177191,27326.084915,3944.79401,5848.363779,3278.4136980000003,17542.694441,1751.141027,5589.829068,3593.322116,2442.967807,5153.046306,752.041069,8463.414911,4258.741527,1834.649376,4178.49738,3286.931908,2532.568055,4572.970176,1835.875643,2767.552903,2256.59981,2168.064601,3065.727205,2466.352402,1618.470505,2037.046109,2914.5121910000003,1920.074369,2446.355101,1845.021127,858.669088,1058.909799,1785.62454,1474.432155,1380.037396,829.923587,1536.921191,461.69114,1187.3774979999998,1550.530339,975.898542,31.478807,1957.305156,521.203797,2475.153893,1248.6307519999998,735.943027,1651.490824,1704.282393,1115.141987,1194.515852,3335.395617,246.386861,1315.941953,1126.3656999999998,1313.5625,672.534639,1661.618528,1005.177605,1289.74003,1365.600347,985.91608,1993.113894,1143.146243,1358.733884,2313.975812,1422.678347,1285.494564,1677.483734,1381.304497,1519.357911,305.676113,1792.187083,1091.5015870000002,892.531357,1978.285538,1164.920707,1222.809437,1183.235024,1105.821872,1207.4782389999998,489.251763,992.269504,1562.748993,906.335888,520.442977,1219.143006,957.706338,1090.669388,984.310718,1194.915282,734.774768,905.565524,588.083513,1186.092988
SRR27926908,NiVBPL1,Mock,,8162.352585,9118.553593,5232.718077,21359.900015,4841.789588,23824.882402,4992.496275,5831.751267,5598.259443,16066.553968,2297.121743,7094.558934999999,4751.566669,1973.669285,4343.211458,676.073459,7024.097836,3569.435391,1589.095082,3315.350124,4152.610619,3294.685966,5667.530242,2306.324918,2352.123201,2815.03982,2748.541293,2522.022475,2985.818611,2085.15963,2637.977176,2915.409388,2337.875186,2015.043088,2209.77139,1266.282239,1534.665156,2210.358703,1810.252764,1708.025354,1076.339309,2094.050549,333.701751,1351.75523,1987.413025,1426.854121,28.945437,2678.748259,380.950464,1873.255856,1553.387615,632.8394099999999,1909.52343,1982.65241,1260.834747,1428.382556,2826.788,142.768679,1650.446677,1392.192213,1707.533792,756.021095,1404.7462429999998,1352.217626,1628.966165,1671.4281809999998,1177.294567,1519.774274,926.462771,1634.970558,1951.100862,1760.151213,1876.896593,2007.413596,1452.155228,1894.570897,209.320675,1733.360944,1415.987927,1251.750695,1609.82192,1431.695707,1466.3965,1441.828172,1292.121784,1490.007515,611.249227,1200.57199,2088.130827,1130.042978,720.777071,1080.24557,1200.154464,1330.221972,773.65875,1523.47436,1011.48768,1159.200093,355.05836,1476.23835
SRR27926909,RSV121,RSV,12.0,3034.063965,12424.04045,6546.076172,21248.712256,6259.573167,15770.41067,4375.973738,7822.029591,3687.973396,21475.664198,2118.612629,5342.250599999999,2602.652825,2503.062049,5118.693872,1051.880361,5138.032602,7036.018225,2056.05791,5471.988796,3444.602653,2838.8219,4555.160745,2228.44416,2996.704276,3184.316521,2207.595576,2822.076558,2609.045875,1322.148184,2208.397798,3075.562778,2834.98878,2856.947505,1505.224871,811.128273,1388.854189,1590.938906,1310.110649,1403.785696,881.915685,1611.749631,345.626682,1302.471432,1415.667925,958.078182,32.497912,1748.253154,542.662721,2122.198182,1738.353261,572.815751,1392.7675769999998,1410.396592,865.95382,1158.828826,1778.961577,256.862673,1368.382668,1024.757055,1304.870501,1035.614355,2368.904259,1218.244632,1505.079629,1425.22094,979.386112,1362.01122,1757.498746,1086.673282,1197.125549,1503.685206,2357.00612,1884.313392,789.867464,1555.7551050000002,227.415095,2368.118383,1047.0431,720.299492,1800.77237,1198.654654,1206.11406,1142.894247,1117.459469,982.936695,631.712483,908.558308,2787.128956,780.456336,597.2665589999999,1199.496204,1363.298182,1228.3536170000002,1745.372118,1266.615984,2433.566706,1389.150707,503.087802,1693.7453349999998
SRR27926914,NiV241,NiV,24.0,7847.567926,15941.247137,10919.887116,13509.682802,9944.024406,10272.526586,4313.435668,8890.956166,3452.665922,12435.163875,2275.422196,5685.716421,5648.872167,3909.400571,6068.047723,1483.279586,3882.977548,2766.2612870000003,2809.471618,2917.5082310000003,3418.082227,999.141108,3499.808254,922.508864,1807.953175,1702.05598,2066.646207,2636.50657,2439.179747,1978.089582,2184.036562,1701.955547,2584.639279,1493.306738,2248.799125,849.032784,568.428365,717.010124,1701.86973,2004.520286,410.943024,3580.685151,936.276074,1339.499415,1386.16301,593.766437,45.336596,2779.011983,945.241144,2055.953263,935.24193,544.377868,1963.600742,1493.81614,1281.476718,1253.2026930000002,1985.671507,322.771013,700.997345,1303.051319,769.317538,1639.876441,1235.822606,1376.1040790000002,1308.252889,1446.187689,1090.773785,683.025857,1742.427958,1345.608758,1223.263201,1733.272716,1675.797228,1803.200147,1417.225792,1546.256538,549.872695,1445.332319,1195.018231,367.07743,1680.533967,982.006053,1235.314009,1309.845647,1163.127198,1235.091204,233.475794,1180.089856,2024.122036,889.316208,690.905533,1101.907555,1271.230982,1330.4692120000002,1346.93349,1322.468121,972.391786,348.948321,1422.235598,1115.974126
SRR27926915,NiV122,NiV,12.0,5034.473042,6912.314775,4416.301803,19090.325754,3733.062718,16091.488807,4982.308498,4113.841438,4103.712544,13020.240252,2182.267006,7756.936566,5940.480102,1771.048155,4077.082614,407.995624,4666.30073,3970.171842,1203.271415,3253.811202,4149.2855,3174.392968,4909.480716,2188.185715,2185.515753,3224.0643330000003,2729.9496390000004,2731.280592,3144.643386,2415.955566,2589.581519,2705.4588740000004,2885.65614,1934.712005,2428.254054,1282.197152,1559.621943,1935.819335,2029.695673,2027.394777,975.376543,3147.982864,400.045688,1372.130232,1750.652929,1197.649663,30.883032,2404.424962,306.888515,1840.840696,1684.20724,471.24843,2124.492181,1964.572633,1410.76585,1443.616965,2043.544997,195.668294,1515.410389,1526.539752,1728.724866,1894.94706,1785.971176,1373.564842,1660.103843,1727.627405,1252.3536,1208.816863,1367.981799,1695.6149879999998,1846.72259,1871.674797,1822.658427,2049.795883,1807.672616,1850.764468,262.010133,1819.167456,1345.747124,1002.516529,1500.520527,1199.7991069999998,1264.669322,1548.641575,1520.58654,1577.195976,478.211364,1236.058288,2023.118354,1205.393799,740.307405,1052.345543,1581.6569849999998,1452.880413,1107.229753,1451.282388,1501.694686,1028.587968,456.983385,1814.774376
SRR27926916,NiV121,NiV,12.0,4612.465627,10390.503538,6396.617131,19193.081523,5660.819571,16577.714402,4606.2883010000005,6530.800682,1332.717616,13809.126487,1180.326233,5940.345271,5061.684349,2319.334796,4486.340316,745.49058,4902.712495,3766.668525,1746.511428,3547.632451,3712.900358,2552.301205,4296.757844,1789.177908,2609.66745,2607.37385,2220.546437,2658.132209,2655.638015,2005.893151,2246.496043,2525.829149,2669.0963810000003,1965.997329,2246.337337,1076.233325,1104.854651,1430.463949,1684.7059889999998,1867.77621,776.623815,2749.483677,635.500066,1247.40388,1495.596217,1073.335623,40.038497,2330.605388,483.651151,1648.100839,1357.380861,490.65051,1829.043783,1708.053377,1233.006805,1321.504654,2162.458911,298.593718,1355.914397,1272.32161,1315.403773,1732.422624,1796.798798,1365.649327,1484.272731,1507.440029,1109.131822,1136.428675,1408.696863,1462.855422,2193.457137,1602.036444,1442.09481,1954.491336,1612.951741,1752.674871,373.420888,1702.157097,1275.742211,852.854959,1934.782548,1226.74843,1141.593162,1330.9652,1322.899655,1262.180197,446.235089,1149.383685,1866.251158,1016.577649,636.590208,1045.837862,1333.7877509999998,1436.817788,1004.81239,1373.818162,1350.438977,869.341989,943.522067,1529.526637
SRR27926917,NiV242,NiV,24.0,7344.069706,12749.867405,9176.5878,15127.457825,8051.167039,11259.77086,4984.905973,6942.306156,2694.59871,15713.631566,2544.981368,6956.741818,6739.812634,3118.644802,5564.276578,1245.324908,4104.51821,3300.295249,2485.144256,3479.490312,4288.332113,1496.813969,3823.523463,1371.333996,1627.365991,2230.547817,2522.882313,2751.72357,2882.287725,2483.101761,2724.001997,1841.445031,3092.400603,1690.53955,2507.191517,1119.137258,793.954561,1090.132809,2147.564193,2094.95261,593.09248,3817.918622,563.70921,1497.073236,1870.893179,763.872964,37.381678,2438.770952,749.742179,2255.853411,1214.45845,469.926135,2109.371134,1653.8667309999998,1407.8903759999998,1472.753846,2036.753381,214.904019,993.361705,1541.769202,1192.574793,1623.73988,1328.551338,1483.1054789999998,1569.731146,1689.512213,1310.1068530000002,800.1429929999999,1441.929981,1541.038476,1149.58573,2021.230753,1625.92524,2084.770457,1687.243781,1841.61172,359.932993,1686.055601,1436.642785,571.0171780000001,1332.750726,1075.266487,1046.44482,1623.647212,1478.833764,1561.577935,339.882571,1353.030001,2259.079519,1124.202161,863.122321,1100.76428,1530.204428,1454.485122,1366.696642,1524.395012,1127.386213,544.540826,722.2585389999999,1375.167884
SRR27926919,MockBPL4,Mock,,3811.020323,6546.482515,4138.320201,18398.355691,4138.2581,18525.887199,6033.973349,4766.095847,2178.682761,14651.280181,1341.9147119999998,7296.742458,5506.535785,1514.145905,2948.643407,348.757731,5521.872363,4177.890736,1320.609482,2419.914352,5045.463386,5115.372539,5891.064563,3384.720772,1534.394242,3174.359319,3193.531718,2240.318048,3217.536442,2686.092468,3025.097886,2876.025239,2155.174714,1672.271219,2821.282024,1486.241716,2359.205353,3122.829344,2308.926682,2169.096139,1409.236859,1673.328071,265.265922,1575.069327,2273.458856,1754.548732,243.283979,3203.123097,337.944919,1519.496501,1914.569812,511.142594,2416.536613,1965.407942,1583.491796,1727.701652,1683.528797,152.65218900000002,2375.515119,1706.869431,2548.182363,704.4832640000001,1028.19173,1780.845451,2114.076117,2024.934284,1352.974759,1530.353382,655.170528,1885.016408,1265.290813,2084.932244,2066.771244,2154.034237,2121.46675,2056.025747,174.340034,1404.6325430000002,1584.497102,1799.624139,1300.083719,1621.100328,1591.908093,1805.075662,1594.867185,1822.019242,807.098426,1400.899222,1815.823432,1140.073527,855.289098,684.281938,1350.493573,1673.12469,623.009958,1561.943536,1298.4060849999998,1562.428864,330.524162,1712.794332
SRR27926920,MockBPL3,Mock,,3345.477225,6831.898684,4147.588795,17066.213037,4139.062314,17003.073242,5757.16166,4455.974426,2312.615796,17537.447234,1435.080646,7658.527077,5479.360151,1331.82112,2669.068867,889.935052,5394.312895,3863.733454,1132.376068,2513.8357,4973.150827,5062.84155,6013.29171,3344.097613,1424.666387,2987.830772,3152.431648,1989.19454,3138.6515870000003,2510.240448,3226.275272,2601.3786950000003,2161.5117360000004,1505.7967250000002,2866.818406,1669.062458,2224.353556,2997.410147,2224.766169,1906.030746,1544.187774,1706.6584300000002,279.02722900000003,1538.321399,2609.772507,1937.65389,2666.673156,3230.634957,311.627921,1242.202129,2011.456821,540.067413,2313.522551,1763.80141,1560.046748,1594.0481180000002,1663.1284839999998,151.260529,2285.632661,1577.593682,2479.309423,563.15205,1092.190898,1711.790277,2018.075323,2019.499622,1330.652292,1473.007734,675.808805,1793.265988,1250.462277,2043.043736,2059.480062,2233.846553,1770.569522,1974.744056,179.411119,1264.787803,1467.4439550000002,1838.812507,1391.945941,1542.73153,1636.399598,1733.924277,1671.3842519999998,1699.641576,850.291428,1493.711916,1845.395789,1179.425166,955.477663,654.67162,1249.303926,1765.864607,762.998484,1718.121347,1206.347161,1672.046637,310.30544,1669.24938
SRR27926921,Mock64,Mock,,2718.869219,6720.706461,4346.522648,17753.971338,4250.073942,16797.800507,5905.872071,4523.302864,745.2286359999999,13565.367734,1171.230445,7322.507032,6281.510111,1607.48334,3036.327421,439.116183,4671.431227,4715.630897999999,1326.842821,2495.293586,4999.728354,6292.86152,6128.761867,4028.278651,1708.987478,4588.012863,3369.424286,2318.76627,3324.433579,2681.680248,3090.279133,3057.39757,1908.962476,1628.391092,2932.691502,1453.934577,2726.931357,3581.612487,2578.395583,2326.20722,1527.466896,1926.300096,267.81088,1557.590815,2361.877953,1844.381231,36.359741,3295.277668,389.654612,1330.530835,2304.912488,431.453528,2414.855749,2090.83232,1569.701427,1756.879053,1433.6416680000002,138.329901,2901.919305,1716.688815,2944.02856,749.665557,996.966329,1679.438768,2225.092872,2202.307765,1384.072612,1279.730224,728.035014,1815.062939,1351.3101809999998,2184.468387,2340.551159,2246.508302,2003.874719,1951.348549,175.317516,1334.301724,1587.82366,2044.574388,959.957819,1646.1413,1365.982268,1903.254815,1683.6929759999998,1794.24133,1027.339111,1435.746151,2139.702982,1142.20527,851.4887,687.032414,1613.113606,1775.2715910000002,850.8986970000001,1594.86711,1865.05418,1950.327381,325.120216,1971.491849
SRR27926922,Mock34,Mock,,5148.013478,7659.959557,4622.085112,18715.955941,4455.037936,15652.906997,5371.4985480000005,6808.59795,1645.753931,12524.923247,781.376638,7286.985457999999,5274.573242,2083.010827,4794.304299,745.065168,5027.765209,4972.507586,1754.151939,2729.093759,4728.184744,5275.535653,5536.667023,3685.427312,1677.451459,4147.360044999999,3014.35619,2199.8514210000003,3204.798169,2508.813629,3050.388017,2681.514886,1700.443434,1723.626475,2694.666587,1229.51547,2072.425993,3341.913225,2174.239194,1831.218361,1502.337496,2263.570186,324.513997,1514.778447,2524.544532,1855.472889,36.389197,3568.2792440000003,432.170414,1366.186078,2033.452243,512.628319,2127.3629220000003,1673.688552,1470.592682,1567.727176,1576.662666,149.28984,2536.535455,1499.775613,2559.538,870.119391,1153.778252,1567.592039,1844.019984,1891.933125,1257.677356,1420.033473,837.395038,1674.083549,1268.149553,1914.883494,2122.093605,2220.065593,1390.798257,1828.075128,169.668474,1304.217216,1479.774091,1787.340053,1538.735151,1333.078257,1540.011193,1674.304034,1648.6106020000002,1605.890711,925.363725,1372.296665,1787.512881,1104.256542,870.051884,734.460941,1353.426639,1687.1624000000002,967.92301,1552.059841,1725.770718,1748.529096,359.07905000000005,1776.050457
SRR27926923,Mock33,Mock,,2659.544495,6667.375112,3892.942924,17915.621139000003,3693.198998,16502.172864,5931.470339,3734.686945,1171.132899,18657.607507,924.661121,7354.849917,6551.283781,1654.306877,2944.708098,426.562271,4729.9383450000005,4747.825279,1176.94627,2544.294378,5185.314395,5810.304945000001,6253.460749000001,3732.878098,1624.596294,4334.681477,3273.5266810000003,2227.546355,3267.892003,2566.54376,3212.788211,2592.291521,1724.418868,1558.313743,2929.781575,1252.953601,2288.936678,3014.515926,2354.88396,2128.805822,1508.922505,1838.295022,300.781894,1610.4571050000002,2607.516875,1880.78437,201.213291,3141.977443,347.422016,1195.2290870000002,2266.894351,478.59614,2372.143699,1640.6192239999998,1496.6035940000002,1737.6466349999998,1476.150886,161.612569,2835.545974,1628.2528590000002,2685.365615,724.834764,1057.5710860000002,1971.454655,2312.053948,2172.600402,1385.239979,1421.029609,767.40106,1752.673092,1334.569061,2156.709758,2003.63742,2320.086316,1560.255623,1934.836711,174.347287,1243.511554,1460.45326,1976.639379,1300.431822,1548.0470530000002,1583.051254,1805.42913,1686.131974,1622.853862,998.26562,1520.507555,2107.518418,1208.2755,917.04371,669.395467,1489.439698,1759.8828729999998,838.622891,1728.779617,1736.858938,1955.420483,372.247001,1836.868914
SRR27926924,Mock244,Mock,,4848.073694,7593.480626,4894.007822,19908.549961,4750.952689,19465.797854,5774.144158,5615.163615,3437.633121,16004.660076,1388.3244949999998,7012.917805,5665.102463,1749.302969,3295.234601,1009.470259,5751.131691,4628.844349,1575.349315,2633.534076,4664.816938999999,4914.110081,5862.514804,3158.761548,1663.241294,3249.763409,3037.272327,2334.237187,3122.900916,2402.582748,2872.622206,2286.161153,2155.688171,1809.38583,2637.501426,1322.820719,2128.861108,2995.765644,2332.361359,2032.150532,1336.388218,1949.304443,291.489657,1550.515855,2186.40555,1656.159005,40.177082,3058.30676,410.276197,1557.744796,1941.26586,503.191731,2358.104608,1850.434493,1502.3543759999998,1617.719444,1796.583571,161.28052699999998,2231.81249,1535.111503,2368.259112,742.9949300000001,1096.489448,1650.525214,1997.741391,2023.55345,1299.737273,1641.739549,670.9697,1751.38516,1502.313987,2022.386325,1656.846116,2077.709119,2051.621406,1900.668199,187.907708,1559.616476,1437.973089,1820.649029,1287.780689,1450.605522,1460.924522,1719.244412,1532.2132299999998,1752.789824,804.050313,1332.997618,1801.669678,1036.367829,829.0813430000001,731.550295,1341.092557,1627.2844730000002,675.430922,1486.253803,1291.897729,1524.209208,363.947242,1608.623964
SRR27926925,Mock63,Mock,,1844.39189,5373.8108,3148.141535,16930.150545,3250.409874,16099.614807999998,5688.929785,2976.309461,4553.071393,15994.916998,1191.777962,7636.277861,6485.195748,1226.508664,2287.762612,1961.532603,4446.978875,4802.461658,877.877117,2500.051053,4957.013596,5736.203181,5931.488918,3787.250839,1550.311263,4326.894619,3305.979698,2160.14437,3237.8812350000003,2506.389865,3277.966137,2384.458559,1997.160521,1555.467051,3029.641312,1320.439345,2394.032886,3185.397774,2361.045864,1896.359101,1579.705697,2172.178278,262.681142,1600.296327,2623.210604,1915.310705,5291.768177,3108.49131,271.00255,1316.147105,2360.688259,452.64197,2389.580926,1411.248538,1542.4782999999998,1670.668933,1301.167098,129.31343800000002,2717.234796,1583.654586,2758.198142,889.3998690000001,1046.946046,1786.261897,2019.534691,2045.5445,1362.559627,1361.455075,768.670276,1706.63582,1181.655523,2067.271966,1756.04629,2283.355218,1458.45955,1729.009358,146.112843,1280.178858,1290.044161,1947.501729,1137.757699,1476.030323,1519.517785,1757.7624059999998,1697.67904,1823.989726,1016.570179,1486.726923,1939.981978,1285.596054,1005.264137,615.538366,1433.518224,1709.195397,832.775832,1674.452193,1774.141059,1943.066224,334.942798,1915.641955
SRR27926926,Mock243,Mock,,3063.475332,6905.811104,4350.354177,18020.883952,4195.637173,17553.862136,5572.7764,5038.26628,1704.619213,15587.28812,1206.255732,7290.70684,5638.70379,1561.659207,2985.633277,299.566881,5609.3358530000005,4138.450452,1230.214752,2625.309543,4690.508783,5334.374559,5576.429901,3471.178553,1595.015658,3024.564214,2955.599708,2098.370897,3116.523479,2546.506955,3034.524955,2598.420004,2173.17302,1640.11407,2610.192836,1637.795042,2240.376386,3091.505644,2186.1067730000004,1925.120666,1576.549279,1477.340828,293.190756,1502.073231,2474.296103,2010.933414,78.710971,3191.683614,336.199327,1222.078698,1888.302392,545.804395,2290.038737,1793.321453,1513.582171,1576.478109,1738.872129,154.914006,2461.879205,1477.25802,2600.690211,611.7540369999999,1104.299839,1783.736991,1960.37689,1913.798794,1301.78245,1566.805442,684.872985,1742.128606,1514.163264,1934.549797,2155.0601,2187.389229,1654.707751,1921.362756,158.710369,1251.541626,1450.9189190000002,1966.622473,1428.369848,1602.121037,1600.946869,1697.005198,1594.055473,1614.395926,886.730226,1496.7943300000002,1747.342204,1116.650017,942.598489,671.489767,1235.877574,1690.506495,802.192804,1569.022635,1293.609741,1762.140689,351.417775,1613.974873
SRR27926927,Mock124,Mock,,4062.174348,6392.518186,4039.988477,19207.548242,3834.57802,18801.005789,5836.0622,4125.565897,1222.69573,14418.68435,1417.727696,7227.11599,6367.539739,1542.511797,3112.745244,416.601533,5147.53935,4887.425224,1240.848299,2788.218608,4903.0615,5147.666947,5918.351639,3378.354471,1634.820814,3947.883392,3206.796882,2507.278169,3280.787818,2636.792666,2976.075997,2623.640881,2697.124246,1738.357886,2792.785654,1347.962948,2313.088184,3178.36113,2445.422987,2261.27242,1484.545471,2103.815661,264.992216,1562.770162,2167.082457,1604.029823,36.309281,2850.169095,315.935991,1672.611771,2115.451619,448.627477,2401.336583,2077.845435,1533.472296,1753.67203,1479.561989,150.02470000000002,2342.287219,1658.044659,2553.210852,856.2107440000001,1141.728994,1682.919014,2100.424186,2132.450974,1401.105671,1560.471411,823.8163900000001,1805.890429,1289.233606,2084.181263,1985.498035,2232.946691,2213.535473,1960.265435,186.992475,1618.812389,1554.169958,1743.629112,1168.552975,1486.2166880000002,1665.004805,1798.233343,1603.8557849999995,1924.751002,851.517399,1332.126334,1923.88014,1072.167071,819.964837,727.592373,1527.913431,1715.429613,801.3133330000001,1521.53163,1605.09147,1655.053573,332.46534599999995,1805.754036
SRR27926928,Mock123,Mock,,3733.809508,7600.94174,5019.980728,17157.636567,4459.921945,17375.57635,7117.761607,4955.699506,3961.554818,20793.058607,1369.883562,6861.205786,6632.830759,1894.787368,3995.039539,360.451796,4742.567204,4569.066314,1480.500011,2765.778201,5148.925107999999,4942.193195000001,6567.737295,3232.220328,1520.692879,3465.819774,2981.021461,2382.105006,3926.926114,2744.769932,2946.851529,2711.005745,2619.546376,1701.110555,2897.670889,1341.572488,1988.722664,2811.651066,2598.186489,2149.148146,1548.775214,1725.902516,270.81552,1864.30495,2233.275772,1666.057552,46.015071,2455.939124,409.688577,1550.289546,2028.561538,490.246225,2535.966117,2094.037008,1492.220727,1912.472072,1403.941632,134.637731,2298.83421,1583.3578189999998,2529.067471,770.758182,1124.257573,2113.782872,2262.703049,2113.837665,1431.553168,1498.34207,781.857808,1950.285555,1165.881312,2292.185233,1697.442791,2589.5281790000004,2165.21496,1930.421632,181.240027,1347.328793,1519.842968,1747.702126,1186.485458,1762.838301,1654.0204199999998,1781.1019,1633.93106,1778.651896,850.172384,1477.890056,2098.75776,1184.324319,886.0519919999999,708.66738,1588.657885,1983.708035,869.047901,1798.7534059999998,1570.307339,1792.767635,304.912317,1909.434227
